adult_weekday,adult_weekend,average_snowfall,base_elev,daysopenlast_year,double,fast_quads,fast_sixes,longest_run_mi,name,night_skiing_ac,projecteddays_open,quad,region,runs,skiable_terrain_ac,snow_making_ac,state,summit_elev,surface,terrain_parks_resort,total_chairs,trams,triple,vertical_drop,years_open,price_delta,resort_cnt,skiable_area_ac,days_open,terrain_parks_state,nightskiing_ac,resorts_per_100kcapita,resorts_per_100ksq_mile,resort_skiable_area_ac_state_ratio,resort_days_open_state_ratio,resort_terrain_park_state_ratio,resort_night_skiing_state_ratio,total_chairs_runs_ratio,total_chairs_skiable_ratio,fastQuads_runs_ratio,fastQuads_skiable_ratio
42.0,59.0,360.0,9600,149.0,1,1,0,0.6,brian_head_resort,,148.0,0,utah,71.0,650.0,216.0,utah,10970,0,2.0,8,0,6,1548,54.0,17.0,13,30508.0,1544.0,26.0,642.0,0.4054950189615709,15.312673003757494,0.02130588698046414,0.09650259067357513,0.07692307692307693,,0.11267605633802817,0.012307692307692308,0.014084507042253521,0.0015384615384615385
85.0,85.0,500.0,8755,138.0,0,3,0,1.2,brighton_resort,200.0,138.0,1,salt_lake_city,66.0,1050.0,200.0,utah,10500,2,4.0,7,0,1,1745,83.0,0.0,13,30508.0,1544.0,26.0,642.0,0.4054950189615709,15.312673003757494,0.03441720204536515,0.08937823834196891,0.15384615384615385,0.3115264797507788,0.10606060606060606,0.006666666666666667,0.045454545454545456,0.002857142857142857
169.0,169.0,300.0,6570,,2,13,0,2.8,deer_valley_resort,,,0,salt_lake_city,103.0,2026.0,660.0,utah,9570,0,,21,1,5,3000,39.0,0.0,13,30508.0,1544.0,26.0,642.0,0.4054950189615709,15.312673003757494,0.06640881080372361,,,,0.20388349514563106,0.010365251727541954,0.1262135922330097,0.006416584402764067
45.0,60.0,400.0,9100,,2,0,0,0.9,eagle_point,,109.0,1,utah,40.0,650.0,,utah,10600,1,1.0,5,0,1,1500,9.0,15.0,13,30508.0,1544.0,26.0,642.0,0.4054950189615709,15.312673003757494,0.02130588698046414,,0.038461538461538464,,0.125,0.007692307692307693,0.0,0.0
88.0,88.0,500.0,6900,120.0,0,1,0,3.5,powder_mountain,300.0,146.0,4,utah,167.0,8464.0,,utah,9422,3,2.0,9,0,1,2522,47.0,0.0,13,30508.0,1544.0,26.0,642.0,0.4054950189615709,15.312673003757494,0.27743542677330535,0.07772020725388601,0.07692307692307693,0.4672897196261682,0.05389221556886228,0.0010633270321361058,0.005988023952095809,0.00011814744801512288
115.0,115.0,300.0,6450,143.0,0,2,1,3.5,snowbasin,,138.0,0,utah,107.0,3000.0,625.0,utah,9350,2,4.0,11,3,3,2900,79.0,0.0,13,30508.0,1544.0,26.0,642.0,0.4054950189615709,15.312673003757494,0.09833486298675757,0.09261658031088082,0.15384615384615385,,0.102803738317757,0.0036666666666666666,0.018691588785046728,0.0006666666666666666
125.0,125.0,500.0,7760,188.0,4,6,0,2.5,snowbird,2.0,180.0,0,salt_lake_city,170.0,2500.0,,utah,11000,3,1.0,14,1,0,3240,48.0,0.0,13,30508.0,1544.0,26.0,642.0,0.4054950189615709,15.312673003757494,0.08194571915563131,0.12176165803108809,0.038461538461538464,0.003115264797507788,0.08235294117647059,0.0056,0.03529411764705882,0.0024
109.0,119.0,500.0,7994,161.0,1,4,0,3.0,solitude_mountain_resort,,148.0,2,salt_lake_city,80.0,1200.0,150.0,utah,10488,1,,9,0,1,2494,62.0,10.0,13,30508.0,1544.0,26.0,642.0,0.4054950189615709,15.312673003757494,0.03933394519470303,0.10427461139896373,,,0.1125,0.0075,0.05,0.0033333333333333335
80.0,80.0,320.0,6100,128.0,0,0,0,0.6,sundance,,129.0,2,utah,45.0,450.0,112.0,utah,8250,1,1.0,5,0,2,2150,50.0,0.0,13,30508.0,1544.0,26.0,642.0,0.4054950189615709,15.312673003757494,0.014750229448013635,0.08290155440414508,0.038461538461538464,,0.1111111111111111,0.011111111111111112,0.0,0.0
45.0,50.0,300.0,5440,105.0,2,0,0,0.4,nordic_valley_resort,140.0,105.0,0,utah,23.0,140.0,84.0,utah,6400,2,1.0,4,0,0,960,51.0,5.0,13,30508.0,1544.0,26.0,642.0,0.4054950189615709,15.312673003757494,0.004588960272715353,0.06800518134715026,0.038461538461538464,0.21806853582554517,0.17391304347826086,0.02857142857142857,0.0,0.0
69.0,79.0,300.0,1446,133.0,3,0,0,0.6,bolton_valley,50.0,132.0,2,vermont,71.0,300.0,90.0,vermont,3150,1,3.0,6,0,0,1704,53.0,10.0,15,7239.0,1777.0,50.0,50.0,2.4038885300862676,155.99001663893512,0.04144218814753419,0.07484524479459764,0.06,1.0,0.08450704225352113,0.02,0.0,0.0
87.0,91.0,168.0,1950,,4,1,0,2.5,bromley_mountain,,152.0,1,vermont,47.0,178.0,153.0,vermont,3284,3,1.0,9,0,0,1334,83.0,4.0,15,7239.0,1777.0,50.0,50.0,2.4038885300862676,155.99001663893512,0.02458903163420362,,0.02,,0.19148936170212766,0.05056179775280899,0.02127659574468085,0.0056179775280898875
73.0,73.0,217.0,1210,110.0,0,2,0,2.2,burke_mountain,,125.0,1,vermont,50.0,178.0,125.0,vermont,3267,3,3.0,6,0,0,2011,62.0,0.0,15,7239.0,1777.0,50.0,50.0,2.4038885300862676,155.99001663893512,0.02458903163420362,0.061902082160945414,0.06,,0.12,0.033707865168539325,0.04,0.011235955056179775
89.0,89.0,349.0,1815,155.0,1,1,0,3.0,jay_peak,,160.0,3,vermont,79.0,385.0,300.0,vermont,3968,2,2.0,9,1,1,2153,64.0,0.0,15,7239.0,1777.0,50.0,50.0,2.4038885300862676,155.99001663893512,0.05318414145600221,0.08722566122678672,0.04,,0.11392405063291139,0.023376623376623377,0.012658227848101266,0.0025974025974025974
119.0,119.0,250.0,1165,192.0,1,5,1,6.0,killington_resort,,,4,vermont,155.0,1515.0,600.0,vermont,4241,5,6.0,22,3,3,3050,61.0,0.0,15,7239.0,1777.0,50.0,50.0,2.4038885300862676,155.99001663893512,0.20928305014504767,0.1080472706809229,0.12,,0.14193548387096774,0.014521452145214522,0.03225806451612903,0.0033003300330033004
74.0,74.0,150.0,1350,76.0,3,0,0,1.6,magic_mountain,,80.0,0,vermont,50.0,205.0,95.0,vermont,2850,3,1.0,6,0,0,1500,59.0,0.0,15,7239.0,1777.0,50.0,50.0,2.4038885300862676,155.99001663893512,0.028318828567481698,0.04276871131119865,0.02,,0.12,0.02926829268292683,0.0,0.0
81.0,81.0,250.0,2000,,2,2,0,4.0,pico_mountain,,,0,vermont,59.0,260.0,156.0,vermont,3967,1,1.0,7,0,2,1967,82.0,0.0,15,7239.0,1777.0,50.0,50.0,2.4038885300862676,155.99001663893512,0.0359165630611963,,0.02,,0.11864406779661017,0.026923076923076925,0.03389830508474576,0.007692307692307693
79.0,79.0,280.0,1030,136.0,6,0,0,3.0,smugglers'_notch_resort,,135.0,0,vermont,78.0,1000.0,192.0,vermont,3640,2,6.0,8,0,0,2610,63.0,0.0,15,7239.0,1777.0,50.0,50.0,2.4038885300862676,155.99001663893512,0.1381406271584473,0.07653348339898705,0.12,,0.10256410256410256,0.008,0.0,0.0
119.0,119.0,250.0,1483,150.0,1,5,0,3.0,sugarbush,,156.0,5,vermont,111.0,581.0,406.0,vermont,4083,3,4.0,16,0,2,2600,61.0,0.0,15,7239.0,1777.0,50.0,50.0,2.4038885300862676,155.99001663893512,0.08025970437905788,0.08441193021947102,0.08,,0.14414414414414414,0.027538726333907058,0.04504504504504504,0.008605851979345954
45.0,75.0,90.0,550,100.0,2,0,0,0.4,suicide_six,,106.0,0,vermont,24.0,100.0,50.0,vermont,1200,1,,3,0,0,650,85.0,30.0,15,7239.0,1777.0,50.0,50.0,2.4038885300862676,155.99001663893512,0.01381406271584473,0.056274620146314014,,,0.125,0.03,0.0,0.0
43.0,68.0,30.0,1250,100.0,1,0,0,0.4,bryce_resort,20.0,95.0,1,virginia,8.0,25.0,25.0,virginia,1750,5,,7,0,0,500,54.0,25.0,4,269.0,366.0,4.0,135.0,0.04686299684881493,9.35125657510228,0.09293680297397769,0.273224043715847,,0.14814814814814814,0.875,0.28,0.0,0.0
62.0,62.0,301.0,3932,101.0,5,0,0,2.0,49_degrees_north,250.0,135.0,1,washington,89.0,2325.0,,washington,5774,1,1.0,7,0,0,1851,48.0,0.0,10,15330.0,1022.0,21.0,1997.0,0.13132160885254723,14.02563886785043,0.15166340508806261,0.09882583170254403,0.047619047619047616,0.12518778167250877,0.07865168539325842,0.003010752688172043,0.0,0.0
42.0,47.0,300.0,4545,70.0,0,0,0,2.0,bluewood,,110.0,0,washington,24.0,355.0,,washington,5670,1,2.0,3,0,2,1125,40.0,5.0,10,15330.0,1022.0,21.0,1997.0,0.13132160885254723,14.02563886785043,0.023157208088714937,0.0684931506849315,0.09523809523809523,,0.125,0.008450704225352112,0.0,0.0
99.0,99.0,486.0,4400,,2,2,2,2.5,crystal_mountain,,,1,washington,57.0,2600.0,10.0,washington,7012,0,1.0,10,1,2,3100,57.0,0.0,10,15330.0,1022.0,21.0,1997.0,0.13132160885254723,14.02563886785043,0.16960208741030658,,0.047619047619047616,,0.17543859649122806,0.0038461538461538464,0.03508771929824561,0.0007692307692307692
53.75,60.01,663.0,3500,143.0,0,0,0,0.7,mt._baker,,165.0,8,washington,38.0,1000.0,,washington,5000,2,,10,0,0,1500,66.0,6.259999999999998,10,15330.0,1022.0,21.0,1997.0,0.13132160885254723,14.02563886785043,0.06523157208088715,0.13992172211350293,,,0.2631578947368421,0.01,0.0,0.0
45.0,59.0,300.0,4200,100.0,5,0,0,0.6,mt._spokane_ski_and_snowboard_park,45.0,103.0,0,washington,52.0,1704.0,,washington,5889,1,3.0,7,0,1,2000,81.0,14.0,10,15330.0,1022.0,21.0,1997.0,0.13132160885254723,14.02563886785043,0.1111545988258317,0.09784735812133072,0.14285714285714285,0.022533800701051578,0.1346153846153846,0.004107981220657277,0.0,0.0
85.0,95.0,428.0,2840,120.0,10,3,0,0.8,the_summit_at_snoqualmie,541.0,140.0,3,washington,112.0,1994.0,5.0,washington,3865,7,5.0,27,0,4,1025,82.0,10.0,10,15330.0,1022.0,21.0,1997.0,0.13132160885254723,14.02563886785043,0.13007175472928897,0.11741682974559686,0.23809523809523808,0.27090635953930897,0.24107142857142858,0.01354062186559679,0.026785714285714284,0.0015045135406218655
69.0,69.0,400.0,4500,148.0,2,2,0,2.5,white_pass,90.0,144.0,1,washington,45.0,1402.0,30.0,washington,6550,2,2.0,8,0,1,2050,67.0,0.0,10,15330.0,1022.0,21.0,1997.0,0.13132160885254723,14.02563886785043,0.09145466405740378,0.14481409001956946,0.09523809523809523,0.045067601402103155,0.17777777777777778,0.005706134094151213,0.044444444444444446,0.0014265335235378032
52.0,68.0,160.0,3430,,0,0,0,1.2,canaan_valley_resort,,93.0,1,west_virginia,47.0,95.0,75.0,west_virginia,4280,1,1.0,4,0,2,850,48.0,16.0,4,542.0,342.0,9.0,187.0,0.22319597666932456,16.50846058605035,0.1752767527675277,,0.1111111111111111,,0.0851063829787234,0.042105263157894736,0.0,0.0
70.0,87.0,180.0,3348,125.0,0,3,0,1.5,snowshoe_mountain_resort,86.0,138.0,2,west_virginia,60.0,257.0,257.0,west_virginia,4848,3,5.0,14,0,6,1500,46.0,17.0,4,542.0,342.0,9.0,187.0,0.22319597666932456,16.50846058605035,0.474169741697417,0.3654970760233918,0.5555555555555556,0.45989304812834225,0.23333333333333334,0.054474708171206226,0.05,0.011673151750972763
72.0,92.0,150.0,3268,97.0,1,0,0,2.0,timberline_four_seasons,27.0,115.0,0,west_virginia,40.0,100.0,100.0,west_virginia,4265,1,1.0,4,0,2,1000,37.0,20.0,4,542.0,342.0,9.0,187.0,0.22319597666932456,16.50846058605035,0.18450184501845018,0.28362573099415206,0.1111111111111111,0.1443850267379679,0.1,0.04,0.0,0.0
56.0,72.0,100.0,2997,120.0,2,0,0,1.2,winterplace_ski_resort,74.0,120.0,2,west_virginia,27.0,90.0,90.0,west_virginia,3600,2,2.0,9,0,3,603,36.0,16.0,4,542.0,342.0,9.0,187.0,0.22319597666932456,16.50846058605035,0.16605166051660517,0.3508771929824561,0.2222222222222222,0.39572192513368987,0.3333333333333333,0.1,0.0,0.0
56.0,65.0,80.0,820,100.0,1,3,0,0.2,alpine_valley_resort,90.0,120.0,0,wisconsin,21.0,90.0,90.0,wisconsin,1040,5,3.0,12,0,3,388,55.0,9.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.05142857142857143,0.06583278472679395,0.075,0.08450704225352113,0.5714285714285714,0.13333333333333333,0.14285714285714285,0.03333333333333333
33.0,25.0,42.0,1000,42.0,0,0,0,0.5,bruce_mound,30.0,42.0,0,wisconsin,12.0,40.0,30.0,wisconsin,1375,4,2.0,5,0,1,375,71.0,-8.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.022857142857142857,0.027649769585253458,0.05,0.028169014084507043,0.4166666666666667,0.125,0.0,0.0
59.0,64.0,56.0,820,120.0,2,2,0,1.1,cascade_mountain,,120.0,2,wisconsin,47.0,175.0,175.0,wisconsin,1280,3,4.0,12,0,3,460,57.0,5.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.1,0.07899934167215274,0.1,,0.2553191489361702,0.06857142857142857,0.0425531914893617,0.011428571428571429
28.0,38.0,48.0,1300,92.0,1,0,0,0.8,christie_mountain,35.0,120.0,0,wisconsin,30.0,45.0,41.0,wisconsin,1650,5,4.0,6,0,0,350,43.0,10.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.025714285714285714,0.06056616194865043,0.1,0.03286384976525822,0.2,0.13333333333333333,0.0,0.0
45.0,65.0,45.0,495,110.0,6,0,0,1.0,devils_head,200.0,135.0,3,wisconsin,27.0,260.0,260.0,wisconsin,995,2,1.0,12,0,1,500,48.0,20.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.14857142857142858,0.07241606319947334,0.025,0.18779342723004694,0.4444444444444444,0.046153846153846156,0.0,0.0
28.0,49.0,25.0,875,90.0,3,0,0,0.2,grand_geneva,30.0,93.0,0,wisconsin,20.0,30.0,30.0,wisconsin,1086,3,1.0,6,0,0,211,25.0,21.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.017142857142857144,0.05924950625411455,0.025,0.028169014084507043,0.3,0.2,0.0,0.0
92.0,92.0,75.0,1242,136.0,0,2,1,0.6,granite_peak_ski_area,200.0,135.0,0,wisconsin,75.0,220.0,160.0,wisconsin,1942,2,4.0,7,0,2,700,82.0,0.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.12571428571428572,0.08953258722843976,0.1,0.18779342723004694,0.09333333333333334,0.031818181818181815,0.02666666666666667,0.00909090909090909
56.0,56.0,40.0,594,115.0,3,0,0,0.4,mount_la_crosse,90.0,100.0,0,wisconsin,19.0,100.0,100.0,wisconsin,1110,1,1.0,4,0,0,516,60.0,0.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.05714285714285714,0.07570770243581304,0.025,0.08450704225352113,0.21052631578947367,0.04,0.0,0.0
33.0,44.0,50.0,866,99.0,3,0,0,0.5,sunburst,37.0,115.0,0,wisconsin,13.0,37.0,37.0,wisconsin,1100,6,4.0,9,0,0,214,59.0,11.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.021142857142857144,0.065174456879526,0.1,0.03474178403755868,0.6923076923076923,0.24324324324324326,0.0,0.0
54.0,54.0,50.0,920,130.0,1,0,0,0.5,trollhaugen,86.0,120.0,2,wisconsin,24.0,86.0,86.0,wisconsin,1200,5,4.0,8,0,0,260,69.0,0.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.04914285714285714,0.08558262014483213,0.1,0.08075117370892018,0.3333333333333333,0.09302325581395349,0.0,0.0
17.0,48.0,41.0,860,112.0,0,0,0,0.5,tyrol_basin,32.0,103.0,0,wisconsin,18.0,32.0,32.0,wisconsin,1160,2,5.0,5,0,3,300,61.0,31.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.018285714285714287,0.07373271889400922,0.125,0.03004694835680751,0.2777777777777778,0.15625,0.0,0.0
60.0,60.0,200.0,1295,105.0,4,0,0,1.0,whitecap_mountain,,118.0,1,wisconsin,43.0,400.0,300.0,wisconsin,1750,0,1.0,5,0,0,400,57.0,0.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.22857142857142856,0.06912442396313365,0.025,,0.11627906976744186,0.0125,0.0,0.0
56.0,66.0,70.0,800,125.0,2,0,0,0.5,wilmot_mountain,135.0,139.0,3,wisconsin,23.0,135.0,135.0,wisconsin,1030,3,2.0,10,0,2,230,81.0,10.0,15,1750.0,1519.0,40.0,1065.0,0.2576242169511926,22.90216196408941,0.07714285714285714,0.08229098090849243,0.05,0.1267605633802817,0.43478260869565216,0.07407407407407407,0.0,0.0
90.0,90.0,500.0,7851,152.0,0,2,0,2.7,grand_targhee_resort,,152.0,2,wyoming,95.0,2602.0,,wyoming,9920,1,1.0,5,0,0,2270,50.0,0.0,8,6523.0,716.0,14.0,110.0,1.3822679215355613,8.17887192908918,0.3988962133987429,0.2122905027932961,0.07142857142857142,,0.05263157894736842,0.001921598770176787,0.021052631578947368,0.0007686395080707148
48.0,48.0,80.0,7400,121.0,1,0,0,0.6,hogadon_basin,,95.0,0,wyoming,28.0,92.0,32.0,wyoming,8000,1,1.0,2,0,0,640,61.0,0.0,8,6523.0,716.0,14.0,110.0,1.3822679215355613,8.17887192908918,0.01410393990495171,0.16899441340782123,0.07142857142857142,,0.07142857142857142,0.021739130434782608,0.0,0.0
42.0,42.0,310.0,6619,61.0,1,0,0,1.0,sleeping_giant_ski_resort,,77.0,0,wyoming,48.0,184.0,18.0,wyoming,7428,1,1.0,3,0,1,810,81.0,0.0,8,6523.0,716.0,14.0,110.0,1.3822679215355613,8.17887192908918,0.02820787980990342,0.08519553072625698,0.07142857142857142,,0.0625,0.016304347826086956,0.0,0.0
59.0,59.0,300.0,6237,121.0,1,0,0,1.0,snow_king_resort,110.0,123.0,1,wyoming,32.0,400.0,250.0,wyoming,7808,0,2.0,3,0,1,1571,80.0,0.0,8,6523.0,716.0,14.0,110.0,1.3822679215355613,8.17887192908918,0.06132147784761613,0.16899441340782123,0.14285714285714285,1.0,0.09375,0.0075,0.0,0.0
49.0,49.0,250.0,8798,131.0,3,0,0,0.7,snowy_range_ski_&_recreation_area,,,0,wyoming,33.0,75.0,30.0,wyoming,9663,1,2.0,5,0,1,990,59.0,0.0,8,6523.0,716.0,14.0,110.0,1.3822679215355613,8.17887192908918,0.011497777096428024,0.1829608938547486,0.14285714285714285,,0.15151515151515152,0.06666666666666667,0.0,0.0
