adult_weekday,adult_weekend,average_snowfall,base_elev,daysopenlast_year,double,fast_quads,fast_sixes,longest_run_mi,name,night_skiing_ac,projecteddays_open,quad,region,runs,skiable_terrain_ac,snow_making_ac,state,summit_elev,surface,terrain_parks,total_chairs,trams,triple,vertical_drop,years_open,price_delta
30.0,45.0,110.0,1100,105.0,1,0,0,1.0,whaleback_mountain,55.0,105.0,0,new_hampshire,30.0,85.0,60.0,new_hampshire,1800,3,1.0,4,0,0,700,64.0,15.0
79.0,89.0,200.0,1950,156.0,0,1,0,2.8,wildcat_mountain,,150.0,0,new_hampshire,48.0,225.0,200.0,new_hampshire,4062,1,,5,0,3,2112,61.0,10.0
79.99,79.99,65.0,440,90.0,1,2,0,2.0,mountain_creek_resort,167.0,100.0,2,new_jersey,46.0,167.0,167.0,new_jersey,1480,3,3.0,10,1,1,1040,54.0,0.0
77.0,77.0,210.0,8600,101.0,3,2,0,3.0,angel_fire_resort,50.0,101.0,0,new_mexico,81.0,560.0,230.0,new_mexico,10677,2,3.0,7,0,0,2077,53.0,0.0
20.0,20.0,240.0,9820,130.0,0,0,0,2.5,enchanted_forest_ski_area,,140.0,0,new_mexico,33.0,600.0,,new_mexico,10078,0,,0,0,0,400,34.0,0.0
49.0,49.0,163.0,9031,89.0,3,0,0,0.6,pajarito_mountain_ski_area,,117.0,1,new_mexico,45.0,750.0,35.0,new_mexico,10441,1,2.0,6,0,1,1410,62.0,0.0
79.0,79.0,214.0,8750,110.0,1,0,0,2.5,red_river,,,1,new_mexico,63.0,209.0,,new_mexico,10350,2,3.0,7,0,3,1600,60.0,0.0
55.0,55.0,100.0,8678,32.0,4,0,0,2.0,sandia_peak,,38.0,0,new_mexico,39.0,200.0,30.0,new_mexico,10378,1,1.0,5,0,0,1700,82.0,0.0
47.0,47.0,190.0,8200,127.0,0,0,0,0.5,sipapu_ski_resort,,143.0,1,new_mexico,42.0,200.0,140.0,new_mexico,9255,3,4.0,6,0,2,1055,67.0,0.0
74.0,74.0,185.0,9600,133.0,0,0,0,2.0,ski_apache,,124.0,2,new_mexico,55.0,750.0,270.0,new_mexico,11500,2,3.0,11,1,6,1900,58.0,0.0
80.0,80.0,225.0,10350,107.0,2,0,0,3.0,ski_santa_fe,,130.0,1,new_mexico,83.0,660.0,275.0,new_mexico,12075,2,1.0,7,0,2,1725,73.0,0.0
110.0,110.0,300.0,9200,137.0,1,1,0,5.0,taos_ski_valley,,136.0,3,new_mexico,111.0,1294.0,647.0,new_mexico,12481,4,1.0,14,1,4,3281,64.0,0.0
60.0,72.0,130.0,2025,154.0,2,1,0,2.2,belleayre,,150.0,1,new_york,50.0,175.0,168.0,new_york,3429,2,2.0,8,1,1,1404,70.0,12.0
32.0,32.0,110.0,600,,0,0,0,0.1,brantling_ski_slopes,,,0,new_york,10.0,20.0,16.0,new_york,850,5,,5,0,0,250,19.0,0.0
65.0,76.0,60.0,1000,129.0,1,2,0,2.0,bristol_mountain,154.0,129.0,1,new_york,34.0,160.0,148.0,new_york,2200,1,3.0,6,0,1,1200,55.0,11.0
35.0,50.0,,2025,,2,0,0,,buffalo_ski_club_ski_area,100.0,,0,new_york,43.0,225.0,150.0,new_york,3429,4,1.0,6,0,0,500,12.0,15.0
38.0,69.0,108.0,1000,100.0,2,0,0,2.0,catamount,55.0,90.0,1,new_york,36.0,133.0,130.0,new_york,2000,3,5.0,7,0,1,1000,80.0,31.0
80.0,88.0,150.0,998,142.0,2,2,0,4.5,gore_mountain,15.0,,2,new_york,110.0,439.0,338.0,new_york,3600,4,7.0,14,1,3,2537,55.0,8.0
49.0,63.2,122.0,1148,110.0,4,0,0,1.5,greek_peak,175.0,113.0,1,new_york,56.0,220.0,184.0,new_york,2100,2,4.0,8,0,1,952,62.0,14.200000000000003
27.0,42.0,50.0,1150,75.0,1,0,0,0.4,holiday_mountain,37.0,85.0,1,new_york,9.0,37.0,37.0,new_york,1550,2,,4,0,0,400,60.0,15.0
65.0,78.0,180.0,1500,116.0,0,3,0,1.0,holiday_valley,189.0,129.0,8,new_york,60.0,290.0,266.0,new_york,2250,2,5.0,13,0,0,750,62.0,13.0
62.0,75.0,180.0,1560,110.0,3,1,0,1.5,holimont_ski_area,,119.0,1,new_york,53.0,135.0,135.0,new_york,2260,1,3.0,8,0,2,700,57.0,13.0
48.0,58.0,130.0,1000,,1,0,0,1.0,hunt_hollow_ski_club,400.0,75.0,0,new_york,19.0,400.0,400.0,new_york,2030,1,1.0,3,0,1,825,52.0,10.0
79.0,89.0,120.0,1600,148.0,2,1,2,2.0,hunter_mountain,,155.0,2,new_york,67.0,320.0,320.0,new_york,3200,4,4.0,13,0,2,1600,59.0,10.0
40.0,60.0,120.0,1150,103.0,4,0,0,0.5,kissing_bridge,650.0,100.0,2,new_york,39.0,700.0,550.0,new_york,1700,3,5.0,10,0,1,550,59.0,20.0
59.0,59.0,125.0,1125,,2,0,0,1.0,labrador_mt.,180.0,100.0,0,new_york,23.0,250.0,237.0,new_york,1825,1,1.0,4,0,1,700,62.0,0.0
26.0,38.0,,750,,1,0,0,0.3,maple_ski_ridge,20.0,,0,new_york,10.0,25.0,25.0,new_york,1200,1,,3,0,1,450,57.0,12.0
20.0,30.0,200.0,1563,105.0,1,0,0,0.3,mccauley_mountain_ski_center,,105.0,0,new_york,23.0,70.0,55.0,new_york,2250,4,1.0,5,0,0,633,61.0,10.0
35.0,54.0,50.0,750,100.0,2,0,0,1.0,mount_peter_ski_area,69.0,100.0,1,new_york,14.0,69.0,69.0,new_york,1250,2,1.0,5,0,0,450,83.0,19.0
40.0,40.0,120.0,1750,,0,0,0,1.2,oak_mountain,12.0,,1,new_york,22.0,46.0,18.0,new_york,2400,3,1.0,4,0,0,650,71.0,0.0
49.0,63.0,225.0,1400,110.0,0,0,0,2.4,peek'n_peak,110.0,,0,new_york,27.0,110.0,110.0,new_york,1800,2,4.0,10,0,8,400,55.0,14.0
50.0,67.0,175.0,2400,65.0,1,0,0,2.0,plattekill_mountain,,65.0,0,new_york,38.0,110.0,75.0,new_york,3500,2,1.0,4,0,1,1100,26.0,17.0
45.0,45.0,90.0,1250,,3,0,0,0.3,royal_mountain_ski_area,,,0,new_york,14.0,35.0,28.0,new_york,1800,0,,3,0,0,550,63.0,0.0
38.0,48.0,230.0,1350,73.0,4,0,0,0.8,snow_ridge,40.0,100.0,0,new_york,21.0,130.0,65.0,new_york,2000,2,2.0,6,0,0,650,74.0,10.0
59.0,59.0,125.0,1240,90.0,1,0,0,0.4,song_mountain,70.0,122.0,0,new_york,24.0,93.0,70.0,new_york,1940,3,,5,0,1,700,55.0,0.0
49.0,59.0,120.0,1320,102.0,1,0,0,1.0,swain,80.0,100.0,3,new_york,35.0,130.0,90.0,new_york,1970,1,3.0,5,0,0,650,72.0,10.0
39.0,49.0,150.0,825,101.0,6,0,0,2.0,titus_mountain,70.0,100.0,0,new_york,50.0,200.0,150.0,new_york,2025,2,3.0,10,0,2,1200,59.0,10.0
55.0,55.0,130.0,1300,,1,0,0,0.4,toggenburg_mountain,73.0,122.0,0,new_york,22.0,85.0,,new_york,2000,3,2.0,5,0,1,700,66.0,0.0
49.0,59.0,80.0,460,,2,0,0,0.6,west_mountain,105.0,120.0,0,new_york,29.0,124.0,105.0,new_york,1470,2,1.0,5,0,1,1010,58.0,10.0
96.0,96.0,168.0,1220,122.0,5,1,0,2.1,whiteface_mountain_resort,,141.0,1,new_york,86.0,288.0,220.0,new_york,4650,2,5.0,12,1,2,3430,61.0,0.0
46.0,46.0,80.0,910,85.0,2,0,0,0.4,willard_mountain,35.0,120.0,0,new_york,16.0,50.0,35.0,new_york,1415,3,,5,0,0,505,19.0,0.0
85.0,95.0,105.0,1500,123.0,1,2,1,2.0,windham_mountain,56.0,130.0,0,new_york,54.0,285.0,280.0,new_york,3100,5,6.0,12,0,3,1600,59.0,10.0
31.0,39.0,180.0,900,,2,0,0,0.3,woods_valley_ski_area,15.0,,0,new_york,21.0,25.0,16.0,new_york,1400,4,,6,0,0,500,55.0,8.0
40.0,64.0,50.0,3635,100.0,1,0,0,0.5,appalachian_ski_mountain,27.0,100.0,2,north_carolina,12.0,27.0,27.0,north_carolina,4000,2,3.0,5,0,0,365,57.0,24.0
43.0,70.0,50.0,4660,141.0,1,0,0,1.0,cataloochee_ski_area,50.0,108.0,1,north_carolina,18.0,50.0,50.0,north_carolina,5400,2,2.0,5,0,1,740,58.0,27.0
40.0,43.0,24.0,3200,53.0,0,0,0,1.0,sapphire_valley,8.0,60.0,1,north_carolina,,8.0,8.0,north_carolina,3450,2,1.0,3,0,0,200,55.0,3.0
41.0,68.0,31.0,4675,98.0,3,0,0,1.0,beech_mountain_resort,95.0,,3,north_carolina,17.0,95.0,95.0,north_carolina,5506,2,1.0,8,0,0,830,52.0,27.0
45.0,75.0,77.0,4100,114.0,4,0,1,1.5,sugar_mountain_resort,95.0,120.0,0,north_carolina,21.0,125.0,125.0,north_carolina,5300,2,1.0,8,0,1,1200,50.0,30.0
42.0,65.0,65.0,4000,,1,0,0,0.6,wolf_ridge_ski_resort,60.0,100.0,1,north_carolina,15.0,65.0,65.0,north_carolina,4700,2,1.0,4,0,0,720,49.0,23.0
43.0,43.0,120.0,1260,105.0,1,0,0,0.2,alpine_valley,72.0,,1,ohio,11.0,72.0,72.0,ohio,1500,1,1.0,5,0,2,230,53.0,0.0
44.0,44.0,51.0,631,92.0,2,0,0,0.3,boston_mills,40.0,110.0,0,ohio,7.0,40.0,40.0,ohio,871,2,2.0,8,0,4,264,56.0,0.0
44.0,44.0,51.0,631,92.0,2,0,0,0.3,brandywine,85.0,110.0,2,ohio,11.0,85.0,85.0,ohio,871,5,2.0,16,0,7,240,56.0,0.0
39.0,44.0,36.0,1160,99.0,3,0,0,0.5,mad_river_mountain,144.0,90.0,1,ohio,20.0,144.0,144.0,ohio,1460,6,4.0,12,0,2,300,57.0,5.0
41.0,52.0,50.0,1174,101.0,2,0,0,0.2,snow_trails,80.0,70.0,0,ohio,17.0,80.0,80.0,ohio,1475,3,3.0,9,0,4,301,58.0,11.0
40.0,40.0,300.0,7100,75.0,0,0,0,1.5,anthony_lakes_mountain_resort,,80.0,0,oregon,21.0,1100.0,,oregon,8000,2,2.0,3,0,1,900,56.0,0.0
39.0,39.0,100.0,3500,78.0,1,0,0,0.1,cooper_spur,,90.0,0,mt._hood,10.0,50.0,,oregon,4000,1,,2,0,0,350,66.0,0.0
59.0,59.0,350.0,4668,80.0,1,0,0,0.4,hoodoo_ski_area,200.0,108.0,3,oregon,34.0,806.0,,oregon,5703,0,,5,0,1,1035,81.0,0.0
45.0,52.0,300.0,6383,94.0,2,0,0,1.0,mt._ashland,40.0,92.0,0,oregon,23.0,220.0,,oregon,7533,1,2.0,5,0,2,1150,55.0,7.0
99.0,99.0,462.0,5700,185.0,0,8,0,4.0,mt._bachelor,,185.0,0,oregon,101.0,4318.0,20.0,oregon,9065,0,5.0,11,0,3,3365,61.0,0.0
70.0,70.0,300.0,3600,125.0,4,0,0,3.0,mt._hood_skibowl,317.0,144.0,0,mt._hood,65.0,960.0,29.0,oregon,5100,5,2.0,9,0,0,1500,82.0,0.0
60.0,60.0,430.0,5120,3.0,0,0,1,2.1,willamette_pass,,100.0,0,oregon,29.0,555.0,60.0,oregon,6683,1,,5,0,3,1563,78.0,0.0
50.0,60.0,30.0,600,91.0,0,0,0,1.0,bear_creek_mountain_resort,86.0,90.0,3,pennsylvania,23.0,86.0,86.0,pennsylvania,1100,2,3.0,6,0,1,510,52.0,10.0
50.0,62.0,69.0,600,75.0,4,0,0,1.5,ski_big_bear,26.0,75.0,0,pennsylvania,18.0,26.0,26.0,pennsylvania,1250,2,1.0,6,0,0,650,43.0,12.0
50.0,65.0,50.0,1700,76.0,5,0,0,,big_boulder,55.0,95.0,0,pennsylvania,16.0,55.0,55.0,pennsylvania,2175,1,8.0,8,0,2,600,72.0,15.0
43.0,68.0,120.0,2074,87.0,2,0,0,2.0,blue_knob,42.0,105.0,0,pennsylvania,34.0,100.0,84.0,pennsylvania,3146,2,1.0,6,0,2,1072,56.0,25.0
55.0,65.0,33.0,460,122.0,3,1,1,1.2,blue_mountain_resort,164.0,112.0,1,pennsylvania,39.0,164.0,164.0,pennsylvania,1600,9,5.0,16,0,1,1082,42.0,10.0
55.0,70.0,50.0,1250,100.0,5,2,0,1.0,camelback_mountain_resort,160.0,100.0,0,pennsylvania,37.0,166.0,166.0,pennsylvania,2100,6,5.0,16,0,3,800,56.0,15.0
55.0,69.0,60.0,1693,,5,0,0,0.7,elk_mountain_ski_resort,90.0,100.0,1,pennsylvania,27.0,180.0,146.0,pennsylvania,2693,1,2.0,7,0,0,1000,60.0,14.0
50.0,65.0,50.0,1400,96.0,5,0,0,1.0,jack_frost,,105.0,1,pennsylvania,20.0,100.0,100.0,pennsylvania,2000,1,1.0,9,0,2,600,47.0,15.0
67.0,77.0,31.0,570,107.0,0,0,0,1.0,liberty,100.0,97.0,5,pennsylvania,16.0,100.0,100.0,pennsylvania,1190,3,3.0,8,0,0,620,54.0,10.0
30.0,33.0,100.0,1200,75.0,0,0,0,0.5,mount_pleasant_of_edinboro,35.0,90.0,0,pennsylvania,10.0,40.0,35.0,pennsylvania,1540,1,,2,0,1,340,48.0,3.0
63.0,73.0,30.0,800,,0,0,0,0.4,roundtop_mountain_resort,100.0,,3,pennsylvania,20.0,103.0,103.0,pennsylvania,1400,3,2.0,8,0,2,600,55.0,10.0
67.0,87.0,135.0,2240,99.0,0,0,2,1.2,seven_springs,200.0,115.0,3,pennsylvania,33.0,285.0,285.0,pennsylvania,2994,4,7.0,14,0,5,750,87.0,20.0
55.0,65.0,50.0,650,100.0,4,1,0,1.6,shawnee_mountain_ski_area,120.0,122.0,1,pennsylvania,23.0,125.0,125.0,pennsylvania,1350,4,2.0,10,0,0,700,44.0,10.0
30.0,44.0,24.0,1700,,1,0,0,0.1,ski_sawmill,15.0,90.0,0,pennsylvania,14.0,15.0,13.0,pennsylvania,2215,3,1.0,5,0,1,515,50.0,14.0
40.0,45.0,41.0,1230,100.0,1,0,0,0.3,tussey_mountain,30.0,100.0,1,pennsylvania,8.0,38.0,30.0,pennsylvania,1750,3,1.0,5,0,0,520,39.0,5.0
69.0,71.0,40.0,865,116.0,2,1,0,1.0,whitetail_resort,120.0,100.0,3,pennsylvania,23.0,120.0,120.0,pennsylvania,1800,2,2.0,8,0,0,935,28.0,2.0
45.0,45.0,200.0,6040,69.0,1,0,0,1.6,deer_mountain_ski_resort,,81.0,0,south_dakota,63.0,500.0,50.0,south_dakota,6850,2,2.0,4,0,1,940,51.0,0.0
58.0,58.0,150.0,5900,114.0,0,3,0,1.2,terry_peak_ski_area,,120.0,0,south_dakota,30.0,450.0,225.0,south_dakota,7100,1,1.0,5,0,1,1100,65.0,0.0
36.0,65.0,35.0,2700,83.0,1,0,0,1.0,ober_gatlinburg_ski_resort,,94.0,2,tennessee,10.0,,,tennessee,3300,1,1.0,4,0,0,600,44.0,29.0
116.0,116.0,545.0,8530,150.0,2,3,0,1.3,alta_ski_area,,140.0,0,salt_lake_city,116.0,2614.0,140.0,utah,11068,0,,6,0,1,2538,81.0,0.0
50.0,50.0,400.0,7232,120.0,3,0,0,0.8,beaver_mountain,,120.0,0,utah,48.0,464.0,,utah,8600,1,2.0,5,0,1,1600,81.0,0.0
42.0,59.0,360.0,9600,149.0,1,1,0,0.6,brian_head_resort,,148.0,0,utah,71.0,650.0,216.0,utah,10970,0,2.0,8,0,6,1548,54.0,17.0
85.0,85.0,500.0,8755,138.0,0,3,0,1.2,brighton_resort,200.0,138.0,1,salt_lake_city,66.0,1050.0,200.0,utah,10500,2,4.0,7,0,1,1745,83.0,0.0
169.0,169.0,300.0,6570,,2,13,0,2.8,deer_valley_resort,,,0,salt_lake_city,103.0,2026.0,660.0,utah,9570,0,,21,1,5,3000,39.0,0.0
45.0,60.0,400.0,9100,,2,0,0,0.9,eagle_point,,109.0,1,utah,40.0,650.0,,utah,10600,1,1.0,5,0,1,1500,9.0,15.0
88.0,88.0,500.0,6900,120.0,0,1,0,3.5,powder_mountain,300.0,146.0,4,utah,167.0,8464.0,,utah,9422,3,2.0,9,0,1,2522,47.0,0.0
115.0,115.0,300.0,6450,143.0,0,2,1,3.5,snowbasin,,138.0,0,utah,107.0,3000.0,625.0,utah,9350,2,4.0,11,3,3,2900,79.0,0.0
125.0,125.0,500.0,7760,188.0,4,6,0,2.5,snowbird,2.0,180.0,0,salt_lake_city,170.0,2500.0,,utah,11000,3,1.0,14,1,0,3240,48.0,0.0
109.0,119.0,500.0,7994,161.0,1,4,0,3.0,solitude_mountain_resort,,148.0,2,salt_lake_city,80.0,1200.0,150.0,utah,10488,1,,9,0,1,2494,62.0,10.0
80.0,80.0,320.0,6100,128.0,0,0,0,0.6,sundance,,129.0,2,utah,45.0,450.0,112.0,utah,8250,1,1.0,5,0,2,2150,50.0,0.0
45.0,50.0,300.0,5440,105.0,2,0,0,0.4,nordic_valley_resort,140.0,105.0,0,utah,23.0,140.0,84.0,utah,6400,2,1.0,4,0,0,960,51.0,5.0
69.0,79.0,300.0,1446,133.0,3,0,0,0.6,bolton_valley,50.0,132.0,2,vermont,71.0,300.0,90.0,vermont,3150,1,3.0,6,0,0,1704,53.0,10.0
87.0,91.0,168.0,1950,,4,1,0,2.5,bromley_mountain,,152.0,1,vermont,47.0,178.0,153.0,vermont,3284,3,1.0,9,0,0,1334,83.0,4.0
73.0,73.0,217.0,1210,110.0,0,2,0,2.2,burke_mountain,,125.0,1,vermont,50.0,178.0,125.0,vermont,3267,3,3.0,6,0,0,2011,62.0,0.0
89.0,89.0,349.0,1815,155.0,1,1,0,3.0,jay_peak,,160.0,3,vermont,79.0,385.0,300.0,vermont,3968,2,2.0,9,1,1,2153,64.0,0.0
119.0,119.0,250.0,1165,192.0,1,5,1,6.0,killington_resort,,,4,vermont,155.0,1515.0,600.0,vermont,4241,5,6.0,22,3,3,3050,61.0,0.0
74.0,74.0,150.0,1350,76.0,3,0,0,1.6,magic_mountain,,80.0,0,vermont,50.0,205.0,95.0,vermont,2850,3,1.0,6,0,0,1500,59.0,0.0
81.0,81.0,250.0,2000,,2,2,0,4.0,pico_mountain,,,0,vermont,59.0,260.0,156.0,vermont,3967,1,1.0,7,0,2,1967,82.0,0.0
79.0,79.0,280.0,1030,136.0,6,0,0,3.0,smugglers'_notch_resort,,135.0,0,vermont,78.0,1000.0,192.0,vermont,3640,2,6.0,8,0,0,2610,63.0,0.0
119.0,119.0,250.0,1483,150.0,1,5,0,3.0,sugarbush,,156.0,5,vermont,111.0,581.0,406.0,vermont,4083,3,4.0,16,0,2,2600,61.0,0.0
45.0,75.0,90.0,550,100.0,2,0,0,0.4,suicide_six,,106.0,0,vermont,24.0,100.0,50.0,vermont,1200,1,,3,0,0,650,85.0,30.0
43.0,68.0,30.0,1250,100.0,1,0,0,0.4,bryce_resort,20.0,95.0,1,virginia,8.0,25.0,25.0,virginia,1750,5,,7,0,0,500,54.0,25.0
62.0,62.0,301.0,3932,101.0,5,0,0,2.0,49_degrees_north,250.0,135.0,1,washington,89.0,2325.0,,washington,5774,1,1.0,7,0,0,1851,48.0,0.0
42.0,47.0,300.0,4545,70.0,0,0,0,2.0,bluewood,,110.0,0,washington,24.0,355.0,,washington,5670,1,2.0,3,0,2,1125,40.0,5.0
99.0,99.0,486.0,4400,,2,2,2,2.5,crystal_mountain,,,1,washington,57.0,2600.0,10.0,washington,7012,0,1.0,10,1,2,3100,57.0,0.0
53.75,60.01,663.0,3500,143.0,0,0,0,0.7,mt._baker,,165.0,8,washington,38.0,1000.0,,washington,5000,2,,10,0,0,1500,66.0,6.259999999999998
45.0,59.0,300.0,4200,100.0,5,0,0,0.6,mt._spokane_ski_and_snowboard_park,45.0,103.0,0,washington,52.0,1704.0,,washington,5889,1,3.0,7,0,1,2000,81.0,14.0
85.0,95.0,428.0,2840,120.0,10,3,0,0.8,the_summit_at_snoqualmie,541.0,140.0,3,washington,112.0,1994.0,5.0,washington,3865,7,5.0,27,0,4,1025,82.0,10.0
69.0,69.0,400.0,4500,148.0,2,2,0,2.5,white_pass,90.0,144.0,1,washington,45.0,1402.0,30.0,washington,6550,2,2.0,8,0,1,2050,67.0,0.0
52.0,68.0,160.0,3430,,0,0,0,1.2,canaan_valley_resort,,93.0,1,west_virginia,47.0,95.0,75.0,west_virginia,4280,1,1.0,4,0,2,850,48.0,16.0
70.0,87.0,180.0,3348,125.0,0,3,0,1.5,snowshoe_mountain_resort,86.0,138.0,2,west_virginia,60.0,257.0,257.0,west_virginia,4848,3,5.0,14,0,6,1500,46.0,17.0
72.0,92.0,150.0,3268,97.0,1,0,0,2.0,timberline_four_seasons,27.0,115.0,0,west_virginia,40.0,100.0,100.0,west_virginia,4265,1,1.0,4,0,2,1000,37.0,20.0
56.0,72.0,100.0,2997,120.0,2,0,0,1.2,winterplace_ski_resort,74.0,120.0,2,west_virginia,27.0,90.0,90.0,west_virginia,3600,2,2.0,9,0,3,603,36.0,16.0
56.0,65.0,80.0,820,100.0,1,3,0,0.2,alpine_valley_resort,90.0,120.0,0,wisconsin,21.0,90.0,90.0,wisconsin,1040,5,3.0,12,0,3,388,55.0,9.0
33.0,25.0,42.0,1000,42.0,0,0,0,0.5,bruce_mound,30.0,42.0,0,wisconsin,12.0,40.0,30.0,wisconsin,1375,4,2.0,5,0,1,375,71.0,-8.0
59.0,64.0,56.0,820,120.0,2,2,0,1.1,cascade_mountain,,120.0,2,wisconsin,47.0,175.0,175.0,wisconsin,1280,3,4.0,12,0,3,460,57.0,5.0
28.0,38.0,48.0,1300,92.0,1,0,0,0.8,christie_mountain,35.0,120.0,0,wisconsin,30.0,45.0,41.0,wisconsin,1650,5,4.0,6,0,0,350,43.0,10.0
45.0,65.0,45.0,495,110.0,6,0,0,1.0,devils_head,200.0,135.0,3,wisconsin,27.0,260.0,260.0,wisconsin,995,2,1.0,12,0,1,500,48.0,20.0
28.0,49.0,25.0,875,90.0,3,0,0,0.2,grand_geneva,30.0,93.0,0,wisconsin,20.0,30.0,30.0,wisconsin,1086,3,1.0,6,0,0,211,25.0,21.0
92.0,92.0,75.0,1242,136.0,0,2,1,0.6,granite_peak_ski_area,200.0,135.0,0,wisconsin,75.0,220.0,160.0,wisconsin,1942,2,4.0,7,0,2,700,82.0,0.0
56.0,56.0,40.0,594,115.0,3,0,0,0.4,mount_la_crosse,90.0,100.0,0,wisconsin,19.0,100.0,100.0,wisconsin,1110,1,1.0,4,0,0,516,60.0,0.0
33.0,44.0,50.0,866,99.0,3,0,0,0.5,sunburst,37.0,115.0,0,wisconsin,13.0,37.0,37.0,wisconsin,1100,6,4.0,9,0,0,214,59.0,11.0
54.0,54.0,50.0,920,130.0,1,0,0,0.5,trollhaugen,86.0,120.0,2,wisconsin,24.0,86.0,86.0,wisconsin,1200,5,4.0,8,0,0,260,69.0,0.0
17.0,48.0,41.0,860,112.0,0,0,0,0.5,tyrol_basin,32.0,103.0,0,wisconsin,18.0,32.0,32.0,wisconsin,1160,2,5.0,5,0,3,300,61.0,31.0
60.0,60.0,200.0,1295,105.0,4,0,0,1.0,whitecap_mountain,,118.0,1,wisconsin,43.0,400.0,300.0,wisconsin,1750,0,1.0,5,0,0,400,57.0,0.0
56.0,66.0,70.0,800,125.0,2,0,0,0.5,wilmot_mountain,135.0,139.0,3,wisconsin,23.0,135.0,135.0,wisconsin,1030,3,2.0,10,0,2,230,81.0,10.0
90.0,90.0,500.0,7851,152.0,0,2,0,2.7,grand_targhee_resort,,152.0,2,wyoming,95.0,2602.0,,wyoming,9920,1,1.0,5,0,0,2270,50.0,0.0
48.0,48.0,80.0,7400,121.0,1,0,0,0.6,hogadon_basin,,95.0,0,wyoming,28.0,92.0,32.0,wyoming,8000,1,1.0,2,0,0,640,61.0,0.0
42.0,42.0,310.0,6619,61.0,1,0,0,1.0,sleeping_giant_ski_resort,,77.0,0,wyoming,48.0,184.0,18.0,wyoming,7428,1,1.0,3,0,1,810,81.0,0.0
59.0,59.0,300.0,6237,121.0,1,0,0,1.0,snow_king_resort,110.0,123.0,1,wyoming,32.0,400.0,250.0,wyoming,7808,0,2.0,3,0,1,1571,80.0,0.0
49.0,49.0,250.0,8798,131.0,3,0,0,0.7,snowy_range_ski_&_recreation_area,,,0,wyoming,33.0,75.0,30.0,wyoming,9663,1,2.0,5,0,1,990,59.0,0.0
